5.000000000000000000e-01 1.886593613510810128e-05
5.009750487524375906e-01 1.886593613510811822e-05
5.019500975048752922e-01 1.886593613510813177e-05
5.029251462573128828e-01 1.886593613510814872e-05
5.039001950097504734e-01 1.886593613510816904e-05
5.048752437621880640e-01 1.886593613510818937e-05
5.058502925146257656e-01 1.886593613510820970e-05
5.068253412670633562e-01 1.886593613510823003e-05
5.078003900195009468e-01 1.886593613510825714e-05
5.087754387719386484e-01 1.886593613510828085e-05
5.097504875243762390e-01 1.886593613510830796e-05
5.107255362768138296e-01 1.886593613510833845e-05
5.117005850292514202e-01 1.886593613510837233e-05
5.126756337816891218e-01 1.886593613510840621e-05
5.136506825341267124e-01 1.886593613510844009e-05
5.146257312865643030e-01 1.886593613510848075e-05
5.156007800390020046e-01 1.886593613510852141e-05
5.165758287914395952e-01 1.886593613510856546e-05
5.175508775438771858e-01 1.886593613510861628e-05
5.185259262963147764e-01 1.886593613510866710e-05
5.195009750487524780e-01 1.886593613510872131e-05
5.204760238011900686e-01 1.886593613510877891e-05
5.214510725536276592e-01 1.886593613510883989e-05
5.224261213060652498e-01 1.886593613510890766e-05
5.234011700585029514e-01 1.886593613510897881e-05
5.243762188109405420e-01 1.886593613510905335e-05
5.253512675633781326e-01 1.886593613510913466e-05
5.263263163158158342e-01 1.886593613510922275e-05
5.273013650682534248e-01 1.886593613510931423e-05
5.282764138206910154e-01 1.886593613510941249e-05
5.292514625731286060e-01 1.886593613510951752e-05
5.302265113255663076e-01 1.886593613510962933e-05
5.312015600780038982e-01 1.886593613510974791e-05
5.321766088304414888e-01 1.886593613510987327e-05
5.331516575828791904e-01 1.886593613511000880e-05
5.341267063353167810e-01 1.886593613511015449e-05
5.351017550877543716e-01 1.886593613511030696e-05
5.360768038401919622e-01 1.886593613511046959e-05
5.370518525926296638e-01 1.886593613511064238e-05
5.380269013450672544e-01 1.886593613511082873e-05
5.390019500975048450e-01 1.886593613511102524e-05
5.399769988499425466e-01 1.886593613511123192e-05
5.409520476023801372e-01 1.886593613511145553e-05
5.419270963548177278e-01 1.886593613511168931e-05
5.429021451072553184e-01 1.886593613511194003e-05
5.438771938596930200e-01 1.886593613511220770e-05
5.448522426121306106e-01 1.886593613511248891e-05
5.458272913645682012e-01 1.886593613511279046e-05
5.468023401170059028e-01 1.886593613511310894e-05
5.477773888694434934e-01 1.886593613511344775e-05
5.487524376218810840e-01 1.886593613511380690e-05
5.497274863743186746e-01 1.886593613511418975e-05
5.507025351267563762e-01 1.886593613511459294e-05
5.516775838791939668e-01 1.886593613511501985e-05
5.526526326316315574e-01 1.886593613511547724e-05
5.536276813840692590e-01 1.886593613511595836e-05
5.546027301365068496e-01 1.886593613511646997e-05
5.555777788889444402e-01 1.886593613511700868e-05
5.565528276413820308e-01 1.886593613511758466e-05
5.575278763938197324e-01 1.886593613511819114e-05
5.585029251462573230e-01 1.886593613511883488e-05
5.594779738986949136e-01 1.886593613511951590e-05
5.604530226511326152e-01 1.886593613512023757e-05
5.614280714035702058e-01 1.886593613512099990e-05
5.624031201560077964e-01 1.886593613512180627e-05
5.633781689084453870e-01 1.886593613512266008e-05
5.643532176608830886e-01 1.886593613512356471e-05
5.653282664133206792e-01 1.886593613512452017e-05
5.663033151657582698e-01 1.886593613512552983e-05
5.672783639181959714e-01 1.886593613512660048e-05
5.682534126706335620e-01 1.886593613512772873e-05
5.692284614230711526e-01 1.886593613512892135e-05
5.702035101755087432e-01 1.886593613513018174e-05
5.711785589279464448e-01 1.886593613513150988e-05
5.721536076803840354e-01 1.886593613513291596e-05
5.731286564328216260e-01 1.886593613513439996e-05
5.741037051852593276e-01 1.886593613513596867e-05
5.750787539376969182e-01 1.886593613513762207e-05
5.760538026901345088e-01 1.886593613513936696e-05
5.770288514425720994e-01 1.886593613514120672e-05
5.780039001950098010e-01 1.886593613514314812e-05
5.789789489474473916e-01 1.886593613514519794e-05
5.799539976998849822e-01 1.886593613514735618e-05
5.809290464523225728e-01 1.886593613514963300e-05
5.819040952047602744e-01 1.886593613515203180e-05
5.828791439571978650e-01 1.886593613515456273e-05
5.838541927096354556e-01 1.886593613515722580e-05
5.848292414620730462e-01 1.886593613516003457e-05
5.858042902145107478e-01 1.886593613516299240e-05
5.867793389669483384e-01 1.886593613516610610e-05
5.877543877193859290e-01 1.886593613516938581e-05
5.887294364718236306e-01 1.886593613517283832e-05
5.897044852242612212e-01 1.886593613517647039e-05
5.906795339766988118e-01 1.886593613518029559e-05
5.916545827291364024e-01 1.886593613518432069e-05
5.926296314815741040e-01 1.886593613518855247e-05
5.936046802340116946e-01 1.886593613519300448e-05
5.945797289864492852e-01 1.886593613519768687e-05
5.955547777388869868e-01 1.886593613520261322e-05
5.965298264913245774e-01 1.886593613520778689e-05
5.975048752437621680e-01 1.886593613521322823e-05
5.984799239961997586e-01 1.886593613521894740e-05
5.994549727486374602e-01 1.886593613522495456e-05
6.004300215010750508e-01 1.886593613523127004e-05
6.014050702535126414e-01 1.886593613523790061e-05
6.023801190059503430e-01 1.886593613524486322e-05
6.033551677583879336e-01 1.886593613525217481e-05
6.043302165108255242e-01 1.886593613525985232e-05
6.053052652632631148e-01 1.886593613526791268e-05
6.062803140157008164e-01 1.886593613527637285e-05
6.072553627681384070e-01 1.886593613528524975e-05
6.082304115205759976e-01 1.886593613529456373e-05
6.092054602730136992e-01 1.886593613530433510e-05
6.101805090254512898e-01 1.886593613531458420e-05
6.111555577778888804e-01 1.886593613532533135e-05
6.121306065303264710e-01 1.886593613533660028e-05
6.131056552827641726e-01 1.886593613534841808e-05
6.140807040352017632e-01 1.886593613536080509e-05
6.150557527876393538e-01 1.886593613537378502e-05
6.160308015400770554e-01 1.886593613538738837e-05
6.170058502925146460e-01 1.886593613540164224e-05
6.179808990449522366e-01 1.886593613541657374e-05
6.189559477973898272e-01 1.886593613543221336e-05
6.199309965498275288e-01 1.886593613544859159e-05
6.209060453022651194e-01 1.886593613546574231e-05
6.218810940547027100e-01 1.886593613548369941e-05
6.228561428071404116e-01 1.886593613550249676e-05
6.238311915595780022e-01 1.886593613552217164e-05
6.248062403120155928e-01 1.886593613554276132e-05
6.257812890644531834e-01 1.886593613556430306e-05
6.267563378168908850e-01 1.886593613558684092e-05
6.277313865693284756e-01 1.886593613561041892e-05
6.287064353217660662e-01 1.886593613563507775e-05
6.296814840742037678e-01 1.886593613566086482e-05
6.306565328266413584e-01 1.886593613568782418e-05
6.316315815790789490e-01 1.886593613571601344e-05
6.326066303315165396e-01 1.886593613574547663e-05
6.335816790839542412e-01 1.886593613577627136e-05
6.345567278363918318e-01 1.886593613580844845e-05
6.355317765888294224e-01 1.886593613584207227e-05
6.365068253412671240e-01 1.886593613587720042e-05
6.374818740937047146e-01 1.886593613591389050e-05
6.384569228461423052e-01 1.886593613595221366e-05
6.394319715985798958e-01 1.886593613599223088e-05
6.404070203510175974e-01 1.886593613603401332e-05
6.413820691034551880e-01 1.886593613607763552e-05
6.423571178558927786e-01 1.886593613612317201e-05
6.433321666083304802e-01 1.886593613617069734e-05
6.443072153607680708e-01 1.886593613622029281e-05
6.452822641132056614e-01 1.886593613627204314e-05
6.462573128656432520e-01 1.886593613632603302e-05
6.472323616180808425e-01 1.886593613638235054e-05
6.482074103705185442e-01 1.886593613644109397e-05
6.491824591229561348e-01 1.886593613650235478e-05
6.501575078753938364e-01 1.886593613656623123e-05
6.511325566278314270e-01 1.886593613663283174e-05
6.521076053802690176e-01 1.886593613670226133e-05
6.530826541327066082e-01 1.886593613677462844e-05
6.540577028851441987e-01 1.886593613685005164e-05
6.550327516375819004e-01 1.886593613692864614e-05
6.560078003900194910e-01 1.886593613701053728e-05
6.569828491424571926e-01 1.886593613709585044e-05
6.579578978948947832e-01 1.886593613718472114e-05
6.589329466473323738e-01 1.886593613727728151e-05
6.599079953997699644e-01 1.886593613737367725e-05
6.608830441522075549e-01 1.886593613747405065e-05
6.618580929046452566e-01 1.886593613757855419e-05
6.628331416570828472e-01 1.886593613768734710e-05
6.638081904095205488e-01 1.886593613780058524e-05
6.647832391619581394e-01 1.886593613791844479e-05
6.657582879143957300e-01 1.886593613804109177e-05
6.667333366668333205e-01 1.886593613816870915e-05
6.677083854192709111e-01 1.886593613830148326e-05
6.686834341717086128e-01 1.886593613843960045e-05
6.696584829241462034e-01 1.886593613858326401e-05
6.706335316765839050e-01 1.886593613873267724e-05
6.716085804290214956e-01 1.886593613888805018e-05
6.725836291814590862e-01 1.886593613904960308e-05
6.735586779338966767e-01 1.886593613921756294e-05
6.745337266863342673e-01 1.886593613939216015e-05
6.755087754387719690e-01 1.886593613957364204e-05
6.764838241912095596e-01 1.886593613976224917e-05
6.774588729436471501e-01 1.886593613995824921e-05
6.784339216960848518e-01 1.886593614016189964e-05
6.794089704485224424e-01 1.886593614037347831e-05
6.803840192009600329e-01 1.886593614059326981e-05
6.813590679533976235e-01 1.886593614082156552e-05
6.823341167058353252e-01 1.886593614105867037e-05
6.833091654582729157e-01 1.886593614130489268e-05
6.842842142107105063e-01 1.886593614156055772e-05
6.852592629631482080e-01 1.886593614182599413e-05
6.862343117155857986e-01 1.886593614210155088e-05
6.872093604680233891e-01 1.886593614238757697e-05
6.881844092204609797e-01 1.886593614268444169e-05
6.891594579728986814e-01 1.886593614299251435e-05
6.901345067253362719e-01 1.886593614331219475e-05
6.911095554777738625e-01 1.886593614364387252e-05
6.920846042302115642e-01 1.886593614398797118e-05
6.930596529826491548e-01 1.886593614434490748e-05
6.940347017350867453e-01 1.886593614471512864e-05
6.950097504875243359e-01 1.886593614509908529e-05
6.959847992399620376e-01 1.886593614549724498e-05
6.969598479923996281e-01 1.886593614591008884e-05
6.979348967448372187e-01 1.886593614633811492e-05
6.989099454972749204e-01 1.886593614678183143e-05
6.998849942497125109e-01 1.886593614724177032e-05
7.008600430021501015e-01 1.886593614771847030e-05
7.018350917545876921e-01 1.886593614821249380e-05
7.028101405070253938e-01 1.886593614872441679e-05
7.037851892594629843e-01 1.886593614925483221e-05
7.047602380119005749e-01 1.886593614980435670e-05
7.057352867643382766e-01 1.886593615037361366e-05
7.067103355167758671e-01 1.886593615096325701e-05
7.076853842692134577e-01 1.886593615157395421e-05
7.086604330216510483e-01 1.886593615220639306e-05
7.096354817740887500e-01 1.886593615286127828e-05
7.106105305265263405e-01 1.886593615353934509e-05
7.115855792789639311e-01 1.886593615424134228e-05
7.125606280314016328e-01 1.886593615496803895e-05
7.135356767838392233e-01 1.886593615572023470e-05
7.145107255362768139e-01 1.886593615649874607e-05
7.154857742887144045e-01 1.886593615730441671e-05
7.164608230411521061e-01 1.886593615813810719e-05
7.174358717935896967e-01 1.886593615900071538e-05
7.184109205460272873e-01 1.886593615989315607e-05
7.193859692984649890e-01 1.886593616081636777e-05
7.203610180509025795e-01 1.886593616177132627e-05
7.213360668033401701e-01 1.886593616275902767e-05
7.223111155557777607e-01 1.886593616378049519e-05
7.232861643082154623e-01 1.886593616483678594e-05
7.242612130606530529e-01 1.886593616592898071e-05
7.252362618130906435e-01 1.886593616705820099e-05
7.262113105655283452e-01 1.886593616822558519e-05
7.271863593179659357e-01 1.886593616943231237e-05
7.281614080704035263e-01 1.886593617067959888e-05
7.291364568228411169e-01 1.886593617196868138e-05
7.301115055752787075e-01 1.886593617330084398e-05
7.310865543277164091e-01 1.886593617467739788e-05
7.320616030801539997e-01 1.886593617609969156e-05
7.330366518325917013e-01 1.886593617756911415e-05
7.340117005850292919e-01 1.886593617908708528e-05
7.349867493374668825e-01 1.886593618065507541e-05
7.359617980899044731e-01 1.886593618227458207e-05
7.369368468423420637e-01 1.886593618394715027e-05
7.379118955947797653e-01 1.886593618567436226e-05
7.388869443472173559e-01 1.886593618745784773e-05
7.398619930996550575e-01 1.886593618929928041e-05
7.408370418520926481e-01 1.886593619120036794e-05
7.418120906045302387e-01 1.886593619316287890e-05
7.427871393569678293e-01 1.886593619518861918e-05
7.437621881094054199e-01 1.886593619727944208e-05
7.447372368618431215e-01 1.886593619943725174e-05
7.457122856142807121e-01 1.886593620166400649e-05
7.466873343667184137e-01 1.886593620396170872e-05
7.476623831191560043e-01 1.886593620633241842e-05
7.486374318715935949e-01 1.886593620877824638e-05
7.496124806240311855e-01 1.886593621130135424e-05
7.505875293764687761e-01 1.886593621390397139e-05
7.515625781289064777e-01 1.886593621658837466e-05
7.525376268813440683e-01 1.886593621935690184e-05
7.535126756337817699e-01 1.886593622221194837e-05
7.544877243862193605e-01 1.886593622515597739e-05
7.554627731386569511e-01 1.886593622819150631e-05
7.564378218910945417e-01 1.886593623132112703e-05
7.574128706435321323e-01 1.886593623454748569e-05
7.583879193959698339e-01 1.886593623787330296e-05
7.593629681484074245e-01 1.886593624130136727e-05
7.603380169008451261e-01 1.886593624483452804e-05
7.613130656532827167e-01 1.886593624847571939e-05
7.622881144057203073e-01 1.886593625222793643e-05
7.632631631581578979e-01 1.886593625609426237e-05
7.642382119105954885e-01 1.886593626007784138e-05
7.652132606630331901e-01 1.886593626418190235e-05
7.661883094154707807e-01 1.886593626840975889e-05
7.671633581679084823e-01 1.886593627276479912e-05
7.681384069203460729e-01 1.886593627725049587e-05
7.691134556727836635e-01 1.886593628187040669e-05
7.700885044252212541e-01 1.886593628662817381e-05
7.710635531776588447e-01 1.886593629152752758e-05
7.720386019300964353e-01 1.886593629657229657e-05
7.730136506825341369e-01 1.886593630176639408e-05
7.739886994349718385e-01 1.886593630711382488e-05
7.749637481874094291e-01 1.886593631261869540e-05
7.759387969398470197e-01 1.886593631828521029e-05
7.769138456922846103e-01 1.886593632411767249e-05
7.778888944447222009e-01 1.886593633012048318e-05
7.788639431971597915e-01 1.886593633629815535e-05
7.798389919495974931e-01 1.886593634265530363e-05
7.808140407020351947e-01 1.886593634919665109e-05
7.817890894544727853e-01 1.886593635592703259e-05
7.827641382069103759e-01 1.886593636285139819e-05
7.837391869593479665e-01 1.886593636997480975e-05
7.847142357117855571e-01 1.886593637730244773e-05
7.856892844642231477e-01 1.886593638483961456e-05
7.866643332166608493e-01 1.886593639259173124e-05
7.876393819690985509e-01 1.886593640056435093e-05
7.886144307215361415e-01 1.886593640876314874e-05
7.895894794739737321e-01 1.886593641719392516e-05
7.905645282264113227e-01 1.886593642586262637e-05
7.915395769788489133e-01 1.886593643477532049e-05
7.925146257312865039e-01 1.886593644393822137e-05
7.934896744837242055e-01 1.886593645335768175e-05
7.944647232361617961e-01 1.886593646304019330e-05
7.954397719885994977e-01 1.886593647299240352e-05
7.964148207410370883e-01 1.886593648322109547e-05
7.973898694934746789e-01 1.886593649373322158e-05
7.983649182459122695e-01 1.886593650453586982e-05
7.993399669983498601e-01 1.886593651563629758e-05
8.003150157507875617e-01 1.886593652704192487e-05
8.012900645032251523e-01 1.886593653876032754e-05
8.022651132556628539e-01 1.886593655079925425e-05
8.032401620081004445e-01 1.886593656316661968e-05
8.042152107605380351e-01 1.886593657587051469e-05
8.051902595129756257e-01 1.886593658891920632e-05
8.061653082654132163e-01 1.886593660232114457e-05
8.071403570178509179e-01 1.886593661608495563e-05
8.081154057702885085e-01 1.886593663021945879e-05
8.090904545227262101e-01 1.886593664473366650e-05
8.100655032751638007e-01 1.886593665963677075e-05
8.110405520276013913e-01 1.886593667493818038e-05
8.120156007800389819e-01 1.886593669064749059e-05
8.129906495324765725e-01 1.886593670677450663e-05
8.139656982849142741e-01 1.886593672332924381e-05
8.149407470373518647e-01 1.886593674032192752e-05
